1.02499e-12 	 -3.5244e-06 	 679.302
2.00003e-12 	 9.7722e-06 	 625.611
3.0001e-12 	 2.403e-06 	 -1262.37
4.00013e-12 	 1.7622e-06 	 -546.012
5.0009e-12 	 4.9662e-06 	 -3705.49
6.00014e-12 	 0 	 4177.71
7.00221e-12 	 -3.0438e-06 	 -1656.8
8.00173e-12 	 1.7622e-06 	 3609.28
9.04687e-12 	 4.806e-07 	 -256.375
1.01114e-11 	 -3.204e-07 	 -1077.57
1.56507e-11 	 0 	 0
1.6009e-11 	 0 	 0
1.70277e-11 	 0 	 0
1.80487e-11 	 -6.408e-07 	 -3917.89
1.90476e-11 	 0 	 0
2.00066e-11 	 3.204e-07 	 2085.45
2.10349e-11 	 1.602e-07 	 972.496
